timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1403637130538319104,0,0,0,0.61355598847330838908,-0.064180082668269147761,-0.78703873220905451458,0,0,0,0,0,0,0,0,0,0
1403637130588318976,3.2771795426767003079e-05,-0.00011558499243376316352,6.2843882959207411631e-05,0.61365303745604493635,-0.064386983236408623643,-0.78694614231869364218,0.00018735103574237074904,0.0053745146088695072706,0.0013920587845614104672,0.00063699295983404846666,0,0,0,0,0,0
1403637130638319104,0.00037513267932330591299,-0.00034173920535006890127,6.8166370587225549871e-05,0.61341683588240358826,-0.064074687148183415153,-0.78715558538737717686,0.00055164874566565179782,0.0041545709052737134215,-0.0031920401675948895104,0.0022012365216059759376,0,0,0,0,0,0
1403637130688318976,0.0010771873896379888236,-0.00025650064912372146347,0.00015377943988063164094,0.61362448346603104543,-0.064095536771370670293,-0.78699219640370932094,-0.00019559320476058558507,0.025567242962379110871,0.0017834239631033879658,-0.0029585531770646711358,0,0,0,0,0,0
1403637130738319104,1.4845145105984885442e-06,-6.4652189873248353392e-05,6.3011905617613096948e-05,0.60480198591729050772,-0.062582908156941452482,-0.79390780794767823458,-0.0028861595302370219446,-0.01379782440726842925,-0.0077932842955214408007,-0.00025233699756022716278,-0.00063044218530108322648,0.00042568707901478262381,0.0010205372198326216875,0.013390303213248154479,-0.00094508994026044857925,-0.0038477058564179498872
1403637130788318976,9.9995343867149917615e-05,9.2631789637902104588e-05,-1.5077346282019699032e-05,0.6089711902092357354,-0.064607724555043502535,-0.79055671681967520925,-9.4415372909022871311e-05,0.0019621316916420689092,0.0034030091789086060541,0.00052457621086800200125,-8.1555250342967616143e-05,0.00057725073827936642431,0.0008937972259000666591,0.0092605173417424028331,-0.00064630637249624568307,-0.0026172119531175062901
1403637130838319104,1.7664395561852518448e-05,7.7312273661531160946e-05,2.9250577580652461358e-06,0.60908659771820361506,-0.064262057429229621497,-0.79049595432668506856,-0.0002250514816373746607,-0.0024033722100874174883,0.0030687245328792750985,0.0034161521761229144203,-0.00010174344652735464734,0.00062767492866815739663,0.0011118887135889820705,0.0047285338481908066946,-0.00039888140751208838288,-0.0012445598223244881339
1403637130888318976,-0.00012706386817341113154,-9.7288101588596456607e-05,2.3512726930996806436e-05,0.60853715978712352719,-0.064034498435362963153,-0.79093730696822550641,-0.00053349245891364807052,-0.0048681736133292319649,-0.0083968157247807893862,0.0023734042316148782834,-1.4023164897494545144e-05,0.00029443666700625049579,0.0012462727140160223972,-0.0026984892914934948023,0.00025066335221404610492,0.00065997853089444470046
1403637130938319104,-0.00020642544202077506071,-0.00020916755526636596619,7.2724735005579000356e-05,0.60901836292154076791,-0.064382510898738920524,-0.79053875539152496099,4.6246717927185363058e-05,-0.0016629872560891406641,0.001680552360175438173,0.0026861144854801203771,5.0167094220994371912e-05,0.0002420420993860700502,0.00090854289839333794276,-0.0060521639103598579706,0.00045524728472701267868,0.0016765601283697420358
1403637130988318976,9.5362421344153925983e-06,-3.0241324465849581414e-05,8.4105387152021496289e-05,0.60948019212620341278,-0.064229137434069966117,-0.79019522220386073652,-0.00015529479345654121432,0.0023510524882275401701,0.0041057156916690885559,0.0023346851397403559775,5.4535637882064049331e-05,0.00020215400887283545262,0.0007988087163096186348,-0.00019774447614674103618,6.8551865758890772606e-06,6.6256745204164324038e-05
1403637131038319104,0.00034852121468967003264,0.00024577639714919917403,8.4876190109435767318e-05,0.61008632599188461487,-0.064603251207787829036,-0.78969683308989246928,8.1110429961405374638e-05,0.0030135950123082659406,0.0026817025194222545575,0.0015650764384342640348,0.00020177903710861543637,5.3856468945164493389e-05,0.00066926194918283615862,-0.0011883474852243480855,0.00010243985540879098719,0.00030163954696763581927
1403637131088318976,0.00030878492471838095944,0.00037627993311434336857,0.00011803935192939152548,0.60990183334509218138,-0.063940461748996757496,-0.78989309736852342247,-0.00051552224126597912066,0.0088620774310891187175,0.0034256188595158261999,-0.0014099121406885635911,0.00014144359486992468932,-1.4388636211404226079e-05,0.000646949696937993389,-0.00090909620118200353597,7.6583142962283445301e-05,0.00024641171263991044427
1403637131138319104,-5.5038820511877385711e-05,-0.00013806591536786932614,6.9156777082967024967e-05,0.60922704229349544658,-0.064468480280029438756,-0.79037094108469962972,3.8439426462307818989e-05,-0.0021781705452695973753,-0.012375424029580221405,-0.0029838847911102333275,0.00024288335995529389592,-0.00012857283391762126487,0.00089175744859110292386,0.0014064720891271407545,-0.00014963604401897168355,-0.00023005988904787642922
1403637131188318976,-8.6453480893073497834e-05,-0.00026188409921565537373,-2.0891672740680061602e-05,0.60900775858442801614,-0.064099126720128060675,-0.79056993841759615194,-0.00015623087531655858789,-0.0038254586821076640851,0.0034248982328785415423,-0.00071086927640911698988,0.0001140571302341861562,-0.00010077929061189119212,0.00083144921746565350444,0.0016588115341799197517,-0.00016755309315327301836,-0.00029876993948441495823
1403637131238319104,-0.00019698759460052005536,-0.00025304524598020183834,2.1723506485339859432e-06,0.60911640850566806105,-0.064120267474017139664,-0.79048451761600757592,-0.00013999144408863027134,-0.0038073795371418618638,-0.00513869975080920912,-0.00068406353394527552592,8.7606376815028047566e-05,-0.00013301493878770131486,0.00098569219437251594761,0.0012383306343197236429,-0.00011526709218741496162,-0.00028550489809066537583
1403637131288318976,-0.00029648048678954981193,-0.00031933331450957722249,4.4088682148638494549e-05,0.6091590316389112747,-0.0642831056186478067,-0.79043845468284568145,-7.6572584974027264404e-05,-0.0028884196696375725316,0.0030718099666853420152,0.00023517823647474343654,-2.4692578131448862341e-05,-0.00010075177124937421838,0.00092512397529647869519,0.00098539394449989321616,-7.8098875913582384766e-05,-0.00026089621555495034425
1403637131338319104,-0.00031058330148488042704,-0.00019970993021652499164,4.7670700658452991988e-05,0.60928041389509846049,-0.064225761372598944021,-0.79034954051104655548,-0.00018064856810756237224,-0.0014692617018138864372,-0.00031451394126931985461,-0.00017160651975188580026,4.8141858182738561851e-05,-0.0001174601957548393168,0.0010042217707418395114,0.0012573053176139247552,-0.00010850032328954856858,-0.00031663390039975749515
1403637131388318976,-0.00017011255497129844968,-0.00016953139350959760159,4.6402764257980581305e-06,0.60935068326835428731,-0.064421188018285238663,-0.79027947465281989103,8.5306304685107004881e-05,-0.0006492053531456499051,-0.0048012168408890542118,-0.00093281205497014257292,0.0001421362449108044281,-0.00016395898647521617492,0.00096635356676855990905,0.0010201282587360060647,-8.234087801343295608e-05,-0.0002590252584961910535
1403637131438319104,-0.00047241975395189577964,-0.00034359852157349579085,8.5530089197428159982e-05,0.60943315287962873672,-0.064262988853834898673,-0.79022871527937477154,0.00027925378406180796946,-0.0024139991452708040726,-0.0030471804161751477567,-0.0019451632472248772589,0.00025453622296058519246,-0.00019818511642408562353,0.00088597489789061666023,9.8054883206245247135e-05,2.3095040156702353299e-05,-6.0116911554280556493e-05
1403637131488318976,-0.00055055435665740724924,-0.00040165383643405149503,2.9258550417841943693e-05,0.60939109526234491732,-0.064034230786841866978,-0.79027976643506803178,3.2647079098164352912e-05,0.0013796615856088284818,0.0011232029530904724408,-0.0023843904484839636287,0.00028807116834833856574,-0.00018411903874525185638,0.00088705964019262161738,0.0010210416510391187583,-7.4428200268096742745e-05,-0.00028487570604349279424
1403637131538319104,-0.00024279259934731109547,-0.00024215715991173292275,-1.2424768372396272157e-06,0.60947932290988504622,-0.064218689809944315416,-0.79019669727675123649,-0.00030730655194567316852,0.0044277346931285797155,0.004334881148620101099,-0.00020742062529258703941,0.00023304081584664008758,-0.00016098973970251793334,0.00090795737296308406256,0.0015755830862099386852,-0.00012129477410769186894,-0.00042448313338923219021
1403637131588318976,-8.5676243258111392195e-05,-0.00029490019165112884431,8.799708997679805061e-06,0.60949651937993165607,-0.064678548809776359452,-0.79014598391767032481,4.7816173727128566677e-05,0.0021650768396233957026,-0.0018251718139849549584,-0.0012650096480227072081,0.00017719143833822483956,-0.00013305622935729909811,0.00099361900581954563927,0.0015516270432610903239,-0.00011722371554297120069,-0.00041929187331798305552
1403637131638319104,-0.00027383411786323038663,-0.00041382441885941587513,7.5004263690047650367e-05,0.6093830201246200895,-0.064548076658888897672,-0.79024415570370609707,0.00023443457857682300626,-0.0025893394106555815519,-0.0020492303822936103717,0.0018830320018820077659,0.00014938328700975578105,-0.00018531533037691603409,0.00093437832641948652401,0.00026466740268564118528,1.6779972284252898739e-05,-0.00011867030763429485627
1403637131688318976,-0.00038483003395816393118,-0.00044276017736756176878,4.3759945250375475848e-05,0.60932027726130222334,-0.064418507429148674781,-0.79030308450140662746,0.00030041034107985905037,-0.00029449027065308805689,0.002157993510508400721,0.001599869919700528699,0.0001485688302241837443,-0.00018483954284332626268,0.00091207723434063258088,0.0015666878302218114217,-0.00014367939089519342929,-0.00041147990009068093889
1403637131738319104,-0.00020689707825765881128,-0.00015372203699149695902,1.5628756362933297398e-05,0.6094134995123897669,-0.064253859410950117659,-0.79024465951205702385,-7.9218263696837314656e-05,0.0015070260255281547456,0.00395956281211405723,-0.00073046998921101646048,0.00017425706220949537645,-0.00016413169039319186601,0.00089510787878073776094,0.002765632197484958147,-0.00029688718682072823144,-0.00068421355679664473681
1403637131788318976,-0.00018921390641245182883,-0.00021592392528591803432,-2.8564365445745186091e-06,0.6094023905523575646,-0.064332948263545242096,-0.79024678253152047525,0.00014441389033554563322,0.00045496085575001703931,-0.0029976186224750212515,-0.0013203608974260839896,0.00020832660538568970911,-0.00013924609183733750012,0.00094144643600900968384,0.0029363818648818970636,-0.00030092231180991270466,-0.00072238150421194088392
1403637131838319104,-0.00027322440851836228429,-0.00036884654258096549349,4.7519940687403884345e-05,0.60938173523407268561,-0.064464997479532062941,-0.79025193212863531489,0.00022052218347644059757,-0.00017443792043727121164,0.0029220502271594672727,0.00025650446506825312328,0.00021529571683842507637,-0.0001621554989211732912,0.00092265022311190146923,0.001829906149955264202,-0.00015420421533538330289,-0.00048287341991243260767
1403637131888318976,-0.00010181020221132949777,-0.00018220779399873789127,8.3250969765406206483e-05,0.60944133494604801893,-0.064459781022914677817,-0.7902064156835691966,-0.00012846082406176890936,0.0034178503117595149599,0.0031689877436300696936,-0.00051325793805118179788,0.00021628766301380546286,-0.00018186861672892575556,0.00092387518405909468001,0.0020481291848244201868,-0.00017756054217726288452,-0.00052499649209946340489
1403637131938319104,-7.8653362148577274284e-05,-0.00020076664167664824007,4.4654383549521966363e-05,0.60948307250774158561,-0.064576339932031726065,-0.79016471593121151429,4.8423688903334226807e-05,0.0029669366900600632232,-0.00015247453371049999324,-0.0013476460313875326339,0.00021378281833913994887,-0.00020002382158714216982,0.00092167692925339262094,0.0031639109244946976227,-0.00031134901932864777595,-0.00076678493657894651429
1403637131988318976,-3.3099068722390126711e-05,-0.00016581926442411099054,5.1317425367098301934e-06,0.60933328909423944975,-0.064140408951410862737,-0.79031571991652560527,-0.00011659316356344750826,-0.0016472770603398992524,0.0030076025447069625399,-0.00051966903719506999607,0.00022531781122593779495,-0.00019084238076272317676,0.00092172311530424190073,0.0033018709325305065257,-0.00032742357257011217141,-0.00079881312844000765001
1403637132038319104,2.7015797479679753713e-05,4.7952476536324639765e-05,3.3152704164213101304e-05,0.6094081831918114478,-0.063941782068345304202,-0.7902738707421210762,-0.00056919859912045792354,0.0049050684508184158594,0.0028318393815313413001,-0.0024507942255537046826,0.00021976620474696006448,-0.00020518245964553188357,0.00094960058993040356076,0.0027590557511469595772,-0.0002717870853418749566,-0.00067936867766606732263
1403637132088318976,9.4543657930826199777e-05,0.00011618255801875049021,3.8063820351639840564e-05,0.60945779418720780196,-0.064011960399929096477,-0.79022986649488957678,-0.00065125240117813764425,0.00025683531593271137841,0.0026993335747443952463,7.7999049455124033715e-05,0.00020270696381178860551,-0.00019700412420788589239,0.00097208827575542898318,0.0029394389386264816073,-0.00027957697972269611279,-0.00071964993077247444223
1403637132138319104,0.00027763303210539928834,0.00035448154912671471766,8.2926719616193767318e-05,0.60946914044299982383,-0.063827091923008075214,-0.79023549087359445942,-0.0011567835113793516113,0.0026702441347670300038,0.0067660133153661780256,0.0022288509030277581409,0.00017834534800048040273,-0.00017919603250843779219,0.00098680965180867772843,0.0028955397685872055237,-0.00027614411505925398529,-0.00070161679381288647589
1403637132188318976,0.00036677159294724864932,0.00024902619597754464169,8.328613760362652029e-05,0.60944119007812525002,-0.064054439352359590631,-0.79023918220193012374,-0.00070678726499468326819,0.0029725449190820428177,-0.0036915594852754782945,-0.00030411867926731630868,0.00018929662889520035957,-0.00018056799126400780147,0.0010221800797973305559,0.0030594664932212618444,-0.00027744210771423101231,-0.00073342113102773959926
1403637132238319104,0.00033463324434619256403,0.00026701579253129265838,0.00012555887537311476729,0.60951147315272546923,-0.063873231175486641642,-0.79019949389868060496,-0.00085689944934500147065,0.0038281632609430890635,0.0062324752644893214107,0.00018902901882803866524,0.00017559212873879259794,-0.00016407865301675038459,0.00099902604684054541195,0.003239000947062344038,-0.00026665360728813855551,-0.0007637391245878858391
1403637132288318976,0.00031110477787400396066,0.00026340417916951306201,9.3454071871693102894e-05,0.60937779112589718356,-0.06372646554094053839,-0.7903144844515113121,-0.00081298113375414962981,-0.0024886962990437193517,-0.00084931313972514560235,0.0011709200744492043872,0.00018858040748792977885,-0.00017947679726972566258,0.0010240197232543218116,0.0032908087663567741482,-0.00027933429813429975141,-0.00078164283339132842234
1403637132338319104,0.00029842862537618594556,0.00030041494084255494692,8.8998607639126356742e-05,0.60942747514049000479,-0.063880624950698197684,-0.7902637483993961709,-0.00079136940284214483347,0.0017468555535274663329,-0.0022313358712183644673,-0.00089998642478781069268,0.00019181676923521768651,-0.00018132182116217544212,0.0010230305885450745144,0.0034390823606307622216,-0.00028043102650844001396,-0.00081926586028418515398
1403637132388318976,-8.0875303852960534184e-05,-0.00012712729821026341292,0.00011814244196093796153,0.60953140896797131099,-0.064292553779063663089,-0.79015056567803521048,-0.00011211051174914182403,-0.00051386146421801505348,-0.0014294499592697007366,1.386087633209190545e-06,0.00020395413998394918862,-0.0001707896839661397141,0.0010479312908640442143,0.0036459158163787970357,-0.00025767527068440903909,-0.00084673457176941938247
1403637132438319104,3.1123279745696029344e-05,-1.5060230135028368801e-05,9.6498202637343275965e-05,0.60942796693081380255,-0.06395058025674095481,-0.79025784438098478635,-0.00064482689172945994917,-0.002064427068931235041,0.0030818672353026747672,0.0019087802843383587428,0.00019156833925346739293,-0.00015208199831079780777,0.0010193073240720967442,0.0036241229477085982504,-0.0002677271511233855544,-0.00083862555865808405525
1403637132488318976,0.00016201301082896901024,9.051597429824440131e-05,9.453106574475021338e-05,0.60944532050136757118,-0.063882197313830324514,-0.79024990775027481593,-0.00074127324553412414932,0.0011473231999943474778,-0.0012152383921219106749,-0.0001335888509583999862,0.00019338652221371319833,-0.00016385596246871298679,0.0010196098294096653941,0.003509403854539376675,-0.00028319363254001163159,-0.00081463033802124510709
1403637132538319104,0.00011962324216099319248,8.3296735812959265448e-05,9.2324768802084771087e-05,0.60938727681924176327,-0.063841920827710840758,-0.79029796689413933652,-0.00069247299380088356627,-0.0027977289322008349476,0.0041380372458290886478,0.00078607559280844839164,0.00019098379697289654257,-0.00017560865327580568729,0.00099446152335957039431,0.0034060725669076948388,-0.0002695282021485838949,-0.00079180183184508962698
1403637132588318976,0.00032797964760172631203,0.00045587272301311684017,0.00014007982411670346669,0.6094435603878631813,-0.063395193526151458197,-0.79028956942624184467,-0.0014115932956561903344,0.0021029318781308247235,0.0026296924873409079602,0.00012368931834161816337,0.00018518600181086786053,-0.00018062622297799660982,0.00099085963069722011141,0.0033478645825587641238,-0.00028458659426591054447,-0.00077495417010769529834
1403637132638319104,0.00034530863312511793318,0.00045825717310809627137,0.00013805909230801794666,0.60945745287364028187,-0.063518067741626896283,-0.79026925094613253986,-0.0012566686847384316017,-0.00060056975335958035552,-0.0017882615190102785219,0.0011668490241704047947,0.00017467073498653854272,-0.00018122076492069121652,0.00099572509008579953606,0.0037718480183827254176,-0.0002832989269032254215,-0.00086650887333665699893
1403637132688318976,8.4014103213644769652e-05,0.00011785121584702751459,0.00016280555176403156995,0.60944864469929027617,-0.064035503509378977061,-0.7902350139693932185,-0.00065304003823485757673,-0.0030486409653790965714,-0.0037966909121290802996,0.0011550477370953085923,0.00017630737065704401613,-0.0001792512605698288249,0.0010225691792102127239,0.0038904390000736315154,-0.00026735543409514003288,-0.00089541391236901829442
